config_id,repeat_id,error_mode,forward_eps,grad_eps,layer_types,final_loss
10,37,both,0.01,0.01,LayerNorm,2.332421
10,38,both,0.01,0.01,LayerNorm,2.332416
10,39,both,0.01,0.01,LayerNorm,2.332417
10,40,both,0.01,0.01,LayerNorm,2.332416
10,41,both,0.01,0.01,LayerNorm,2.332417
10,42,both,0.01,0.01,LayerNorm,2.332416
10,43,both,0.01,0.01,LayerNorm,2.332418
10,44,both,0.01,0.01,LayerNorm,2.332417
10,45,both,0.01,0.01,LayerNorm,2.332416
10,46,both,0.01,0.01,LayerNorm,2.332416
10,47,both,0.01,0.01,LayerNorm,2.332415
10,48,both,0.01,0.01,LayerNorm,2.332416
10,49,both,0.01,0.01,LayerNorm,2.332418
11,10,both,0.01,0.01,CausalSelfAttention,2.332416
11,11,both,0.01,0.01,CausalSelfAttention,2.332416
11,12,both,0.01,0.01,CausalSelfAttention,2.332419
11,13,both,0.01,0.01,CausalSelfAttention,2.332417
11,14,both,0.01,0.01,CausalSelfAttention,2.332414
11,15,both,0.01,0.01,CausalSelfAttention,2.332415
11,16,both,0.01,0.01,CausalSelfAttention,2.332417
11,17,both,0.01,0.01,CausalSelfAttention,2.332416
11,18,both,0.01,0.01,CausalSelfAttention,2.332419
11,19,both,0.01,0.01,CausalSelfAttention,2.332418
11,20,both,0.01,0.01,CausalSelfAttention,2.332416
11,21,both,0.01,0.01,CausalSelfAttention,2.33242
11,22,both,0.01,0.01,CausalSelfAttention,2.332419
11,23,both,0.01,0.01,CausalSelfAttention,2.332417
11,24,both,0.01,0.01,CausalSelfAttention,2.332417
11,25,both,0.01,0.01,CausalSelfAttention,2.332417
11,26,both,0.01,0.01,CausalSelfAttention,2.332417
11,27,both,0.01,0.01,CausalSelfAttention,2.332417
11,28,both,0.01,0.01,CausalSelfAttention,2.332416
11,29,both,0.01,0.01,CausalSelfAttention,2.332416
11,30,both,0.01,0.01,CausalSelfAttention,2.332418
11,31,both,0.01,0.01,CausalSelfAttention,2.332417
11,32,both,0.01,0.01,CausalSelfAttention,2.332416
11,33,both,0.01,0.01,CausalSelfAttention,2.332418
11,34,both,0.01,0.01,CausalSelfAttention,2.332416
11,35,both,0.01,0.01,CausalSelfAttention,2.332417
11,36,both,0.01,0.01,CausalSelfAttention,2.332417
11,37,both,0.01,0.01,CausalSelfAttention,2.332416
11,38,both,0.01,0.01,CausalSelfAttention,2.332416
11,39,both,0.01,0.01,CausalSelfAttention,2.332414
11,40,both,0.01,0.01,CausalSelfAttention,2.332419
11,41,both,0.01,0.01,CausalSelfAttention,2.332416
11,42,both,0.01,0.01,CausalSelfAttention,2.332416
11,43,both,0.01,0.01,CausalSelfAttention,2.332419
11,44,both,0.01,0.01,CausalSelfAttention,2.332417
11,45,both,0.01,0.01,CausalSelfAttention,2.332418
11,46,both,0.01,0.01,CausalSelfAttention,2.332417
11,47,both,0.01,0.01,CausalSelfAttention,2.332418
11,48,both,0.01,0.01,CausalSelfAttention,2.332418
11,49,both,0.01,0.01,CausalSelfAttention,2.332418
12,0,both,0.1,0.1,none,2.332418
12,1,both,0.1,0.1,none,2.332421
12,2,both,0.1,0.1,none,2.332419
12,3,both,0.1,0.1,none,2.332417
12,4,both,0.1,0.1,none,2.332416
12,5,both,0.1,0.1,none,2.332417
12,6,both,0.1,0.1,none,2.332416
12,7,both,0.1,0.1,none,2.332414
12,8,both,0.1,0.1,none,2.332418
12,9,both,0.1,0.1,none,2.332417
12,10,both,0.1,0.1,none,2.332415
12,11,both,0.1,0.1,none,2.332417
12,12,both,0.1,0.1,none,2.33242
12,13,both,0.1,0.1,none,2.332419
12,14,both,0.1,0.1,none,2.332417
12,15,both,0.1,0.1,none,2.332416
12,16,both,0.1,0.1,none,2.332416
12,17,both,0.1,0.1,none,2.332419
12,18,both,0.1,0.1,none,2.332417
12,19,both,0.1,0.1,none,2.332418
12,20,both,0.1,0.1,none,2.332417
12,21,both,0.1,0.1,none,2.332419
12,22,both,0.1,0.1,none,2.332419
12,23,both,0.1,0.1,none,2.332418
12,24,both,0.1,0.1,none,2.332418
12,25,both,0.1,0.1,none,2.332416
12,26,both,0.1,0.1,none,2.332417
12,27,both,0.1,0.1,none,2.332417
12,28,both,0.1,0.1,none,2.332417
12,29,both,0.1,0.1,none,2.332415
12,30,both,0.1,0.1,none,2.332414
12,31,both,0.1,0.1,none,2.332416
12,32,both,0.1,0.1,none,2.332416
12,33,both,0.1,0.1,none,2.332419
12,34,both,0.1,0.1,none,2.332414
12,35,both,0.1,0.1,none,2.332416
12,36,both,0.1,0.1,none,2.332416
12,37,both,0.1,0.1,none,2.332417
12,38,both,0.1,0.1,none,2.332415
12,39,both,0.1,0.1,none,2.332418
12,40,both,0.1,0.1,none,2.332417
12,41,both,0.1,0.1,none,2.332418
12,42,both,0.1,0.1,none,2.332415
12,43,both,0.1,0.1,none,2.332416
12,44,both,0.1,0.1,none,2.332418
12,45,both,0.1,0.1,none,2.332415
12,46,both,0.1,0.1,none,2.332417
12,47,both,0.1,0.1,none,2.332414
12,48,both,0.1,0.1,none,2.332417
12,49,both,0.1,0.1,none,2.332417
13,0,both,0.1,0.1,MLP,2.332417
13,1,both,0.1,0.1,MLP,2.332415
13,2,both,0.1,0.1,MLP,2.332417
13,3,both,0.1,0.1,MLP,2.332418
13,4,both,0.1,0.1,MLP,2.332419
13,5,both,0.1,0.1,MLP,2.332413
13,6,both,0.1,0.1,MLP,2.332417
13,7,both,0.1,0.1,MLP,2.33242
13,8,both,0.1,0.1,MLP,2.332417
13,9,both,0.1,0.1,MLP,2.332419
13,10,both,0.1,0.1,MLP,2.332419
13,11,both,0.1,0.1,MLP,2.332417
13,12,both,0.1,0.1,MLP,2.332417
13,13,both,0.1,0.1,MLP,2.332417
13,14,both,0.1,0.1,MLP,2.332421
13,15,both,0.1,0.1,MLP,2.332417
13,16,both,0.1,0.1,MLP,2.332418
13,17,both,0.1,0.1,MLP,2.332417
13,18,both,0.1,0.1,MLP,2.332417
13,19,both,0.1,0.1,MLP,2.332418
13,20,both,0.1,0.1,MLP,2.332417
13,21,both,0.1,0.1,MLP,2.33242
13,22,both,0.1,0.1,MLP,2.332414
13,23,both,0.1,0.1,MLP,2.332416
13,24,both,0.1,0.1,MLP,2.332415
13,25,both,0.1,0.1,MLP,2.332417
13,26,both,0.1,0.1,MLP,2.332417
13,27,both,0.1,0.1,MLP,2.332417
13,28,both,0.1,0.1,MLP,2.332415
13,29,both,0.1,0.1,MLP,2.332417
13,30,both,0.1,0.1,MLP,2.332416
13,31,both,0.1,0.1,MLP,2.332414
13,32,both,0.1,0.1,MLP,2.332416
13,33,both,0.1,0.1,MLP,2.332415
13,34,both,0.1,0.1,MLP,2.33242
13,35,both,0.1,0.1,MLP,2.332417
13,36,both,0.1,0.1,MLP,2.332414
13,37,both,0.1,0.1,MLP,2.332416
13,38,both,0.1,0.1,MLP,2.332415
13,39,both,0.1,0.1,MLP,2.332417
13,40,both,0.1,0.1,MLP,2.332416
13,41,both,0.1,0.1,MLP,2.33242
13,42,both,0.1,0.1,MLP,2.332415
13,43,both,0.1,0.1,MLP,2.332414
13,44,both,0.1,0.1,MLP,2.332414
13,45,both,0.1,0.1,MLP,2.332419
13,46,both,0.1,0.1,MLP,2.332422
13,47,both,0.1,0.1,MLP,2.332416
13,48,both,0.1,0.1,MLP,2.332417
13,49,both,0.1,0.1,MLP,2.332416
14,0,both,0.1,0.1,LayerNorm,2.332417
14,1,both,0.1,0.1,LayerNorm,2.332416
14,2,both,0.1,0.1,LayerNorm,2.332416
14,3,both,0.1,0.1,LayerNorm,2.332416
14,4,both,0.1,0.1,LayerNorm,2.332414
14,5,both,0.1,0.1,LayerNorm,2.332417
14,6,both,0.1,0.1,LayerNorm,2.332417
14,7,both,0.1,0.1,LayerNorm,2.332417
14,8,both,0.1,0.1,LayerNorm,2.332419
14,9,both,0.1,0.1,LayerNorm,2.332417
14,10,both,0.1,0.1,LayerNorm,2.332416
14,11,both,0.1,0.1,LayerNorm,2.332415
14,12,both,0.1,0.1,LayerNorm,2.332417
14,13,both,0.1,0.1,LayerNorm,2.332415
14,14,both,0.1,0.1,LayerNorm,2.332418
14,15,both,0.1,0.1,LayerNorm,2.332417
14,16,both,0.1,0.1,LayerNorm,2.332418
14,17,both,0.1,0.1,LayerNorm,2.332418
14,18,both,0.1,0.1,LayerNorm,2.332415
14,19,both,0.1,0.1,LayerNorm,2.332414
14,20,both,0.1,0.1,LayerNorm,2.332417
14,21,both,0.1,0.1,LayerNorm,2.332417
14,22,both,0.1,0.1,LayerNorm,2.332414
14,23,both,0.1,0.1,LayerNorm,2.332417
14,24,both,0.1,0.1,LayerNorm,2.33242
14,25,both,0.1,0.1,LayerNorm,2.332415
14,26,both,0.1,0.1,LayerNorm,2.332416
14,27,both,0.1,0.1,LayerNorm,2.332415
14,28,both,0.1,0.1,LayerNorm,2.332416
14,29,both,0.1,0.1,LayerNorm,2.332417
14,30,both,0.1,0.1,LayerNorm,2.332416
14,31,both,0.1,0.1,LayerNorm,2.332421
14,32,both,0.1,0.1,LayerNorm,2.332417
14,33,both,0.1,0.1,LayerNorm,2.332417
14,34,both,0.1,0.1,LayerNorm,2.332416
14,35,both,0.1,0.1,LayerNorm,2.332417
14,36,both,0.1,0.1,LayerNorm,2.332417
14,37,both,0.1,0.1,LayerNorm,2.332415
14,38,both,0.1,0.1,LayerNorm,2.332416
14,39,both,0.1,0.1,LayerNorm,2.332416
14,40,both,0.1,0.1,LayerNorm,2.332417
14,41,both,0.1,0.1,LayerNorm,2.332417
14,42,both,0.1,0.1,LayerNorm,2.332416
14,43,both,0.1,0.1,LayerNorm,2.332417
14,44,both,0.1,0.1,LayerNorm,2.332418
14,45,both,0.1,0.1,LayerNorm,2.332416
14,46,both,0.1,0.1,LayerNorm,2.332415
14,47,both,0.1,0.1,LayerNorm,2.332419
14,48,both,0.1,0.1,LayerNorm,2.332419
14,49,both,0.1,0.1,LayerNorm,2.332418
15,0,both,0.1,0.1,CausalSelfAttention,2.332419
15,1,both,0.1,0.1,CausalSelfAttention,2.33242
15,2,both,0.1,0.1,CausalSelfAttention,2.332415
15,3,both,0.1,0.1,CausalSelfAttention,2.332418
15,4,both,0.1,0.1,CausalSelfAttention,2.332415
15,5,both,0.1,0.1,CausalSelfAttention,2.332418
15,6,both,0.1,0.1,CausalSelfAttention,2.332417
15,7,both,0.1,0.1,CausalSelfAttention,2.332417
15,8,both,0.1,0.1,CausalSelfAttention,2.33242
15,9,both,0.1,0.1,CausalSelfAttention,2.33242
15,10,both,0.1,0.1,CausalSelfAttention,2.332417
15,11,both,0.1,0.1,CausalSelfAttention,2.332414
15,12,both,0.1,0.1,CausalSelfAttention,2.332418
15,13,both,0.1,0.1,CausalSelfAttention,2.332415
15,14,both,0.1,0.1,CausalSelfAttention,2.332417
15,15,both,0.1,0.1,CausalSelfAttention,2.332416
15,16,both,0.1,0.1,CausalSelfAttention,2.332415
15,17,both,0.1,0.1,CausalSelfAttention,2.332415
15,18,both,0.1,0.1,CausalSelfAttention,2.332416
15,19,both,0.1,0.1,CausalSelfAttention,2.332417
15,20,both,0.1,0.1,CausalSelfAttention,2.332417
15,21,both,0.1,0.1,CausalSelfAttention,2.332419
15,22,both,0.1,0.1,CausalSelfAttention,2.332414
15,23,both,0.1,0.1,CausalSelfAttention,2.332418
15,24,both,0.1,0.1,CausalSelfAttention,2.332419
15,25,both,0.1,0.1,CausalSelfAttention,2.332419
15,26,both,0.1,0.1,CausalSelfAttention,2.332418
15,27,both,0.1,0.1,CausalSelfAttention,2.332418
15,28,both,0.1,0.1,CausalSelfAttention,2.332419
15,29,both,0.1,0.1,CausalSelfAttention,2.332416
15,30,both,0.1,0.1,CausalSelfAttention,2.332416
15,31,both,0.1,0.1,CausalSelfAttention,2.332418
15,32,both,0.1,0.1,CausalSelfAttention,2.33242
15,33,both,0.1,0.1,CausalSelfAttention,2.332418
15,34,both,0.1,0.1,CausalSelfAttention,2.332413
15,35,both,0.1,0.1,CausalSelfAttention,2.332417
15,36,both,0.1,0.1,CausalSelfAttention,2.332416
15,37,both,0.1,0.1,CausalSelfAttention,2.332417
15,38,both,0.1,0.1,CausalSelfAttention,2.332416
15,39,both,0.1,0.1,CausalSelfAttention,2.332417
15,40,both,0.1,0.1,CausalSelfAttention,2.332416
15,41,both,0.1,0.1,CausalSelfAttention,2.33242
15,42,both,0.1,0.1,CausalSelfAttention,2.332419
15,43,both,0.1,0.1,CausalSelfAttention,2.332416
15,44,both,0.1,0.1,CausalSelfAttention,2.332419
15,45,both,0.1,0.1,CausalSelfAttention,2.332416
15,46,both,0.1,0.1,CausalSelfAttention,2.332415
15,47,both,0.1,0.1,CausalSelfAttention,2.332417
15,48,both,0.1,0.1,CausalSelfAttention,2.332416
15,49,both,0.1,0.1,CausalSelfAttention,2.332419
